title,description,start_date,place,number_of_deaths,causes_of_violence,sources_of_information,lga
"Political Violence, Taraba",4 persons were shot dead by unknown gunmen shortly after the presidential and national assembly elections.,2019-02-22T23:00:00.000Z,Kambari Amar village,5,political issue,"The Guardian (4 ) , Daily Trust (5 )",Karim-Lamido
"Political Violence, Delta",2 young men lost their lives during the presidential and national assembly elections.The victims were killed by unknown gunmen who opened fire on voters.,2019-02-22T23:00:00.000Z,Amukpe,3,political issue,"Independent (2 ) , The Punch (3 )",Sapele
"Political Violence, Rivers","A chieftain of the All Progressive Congress (APC), Mowan Etete, his elder brother and one of his cousins were shot dead by unknown gunmen during the presidential election.",2019-02-22T23:00:00.000Z,Asarama community,3,political issue,"Other newpapers 1 (3 ) , This Day (3 ) , The Punch (3 )",Andoni
"Herdsmen Attack, Benue","16 persons including hunters and farmers, were shot dead by rampaging Fulani herdsmen who attacked a community in the early hours of the day when residents were fast asleep.",2019-02-19T23:00:00.000Z,Ebete community in Usha Ward,17,"cattle grazing, land issue","The Nation (16 ) , Nigerian Tribune (16 ) , Other newspaper 3 (20 ) , This Day (17 )",Agatu
"Boko Haram, Borno","NAF bombarded a Boko Haram camp and killed some terrorists. It is assumed about 10 terrorists were killed. Another source reported that scores, assuming at least 2 scores, were killed.",2019-02-19T23:00:00.000Z,Arboko,20,"political issue, religious issue","Daily Trust (10 ) , Other newpapers 1 (10 ) , The Nation (40 )",Gwoza
"Banditry, Katsina","1 person was killed when bandits invaded about ten villages. It was reported that over 2,000 women and children were displaced by the attackers.",2019-02-19T23:00:00.000Z,Ruma Tsohowa area,1,crime,Independent (1 ),Batsari
"Bandits vs Community, Zamfara","A clash between residents and bandits claimed 66 lives. While 7 residents lost their lives, 59 bandits were killed in the attack.",2019-02-18T23:00:00.000Z,Dan Jibga,66,crime,"The Nation (66 ) , Other newspaper 3 (66 )",Tsafe
"Auto Crash, Ogun","3 people including a motorcyclclist, Ogunide Olorunto, and his passengers,Tobi Elegbede and Yemisis Agolo, were crushed to death by a truck. The driver of the truck lost control and jumped into the other lane where he rammed at the victims.",2019-02-17T23:00:00.000Z,Oke-Odan,3,road accident,The Punch (3 ),Egbado South
"Boko Haram Attack, Borno","Boko Haram insurgents killed 18 people. It was reported that the attackers ambushed their victims, who had gone to the bush to fetch firewood. Some of the victims were beheaded and others gunned down.",2019-02-17T23:00:00.000Z,Koshebe village,18,"political issue, religious issue","Daily Trust (18 ) , Vanguard (18 )",Jere
"Boko Haram Attack, Borno",11 people and 3 Boko Haram suicide bombers died in a Boko Haram attack on a community. Among the dead was a member of the Civilian JTF who tried to repel the attack. 15 people were injured in the attack.,2019-02-15T23:00:00.000Z,Polo general area,14,"political issue, religious issue","Daily Trust (17 ) , The Nation (11 )",Jere
"Banditry, Katsina",Bandits killed 3 civilians and one military officer in the morning. The incident also left scores of persons injured and over 200 cows rustled. It was reported that the bandits stormed the village shooting sporadically just as the residents engaged them.,2019-02-16T23:00:00.000Z,Kasai village,5,crime,"Daily Trust (4 ) , Vanguard (6 )",Batsari
"Boko Haram Attack, Borno",3 Boko Haram terrorists and 4 civilians were killed when the terrorists attempted to scuttle the postponed general elections. The army repelled the insurgents,2019-02-15T23:00:00.000Z,Jidari Polo community,7,"political issue, religious issue","The Punch (7 ) , Other newpapers 1 (6 )",Jere
"Boko Haram Attack, Yobe","An army officer, 3 soldiers and some insurgents were killed while 5 others were injured when some Boko Haram fighters attacked a military base.",2019-02-15T23:00:00.000Z,"Special Forces School, Buni Yadi town",9,"religious issue, political issue","The Punch (9 ) , The Guardian (9 ) , Nigerian Tribune (9 )",Gujba
"Gunmen Attack/Political Violence, Benue","Unknown gunmen killed Mr. Boniface Okloho, the Chairman of the All Progressive Congress in Ohimini Local Government Area. The incident happened after the victim attended a party meeting following the shift in the presidential and National Assembly polls.",2019-02-15T23:00:00.000Z,Ohimini,1,political issue,"The Punch (1 ) , Daily Trust (1 )",Ohimini
"Political Violence, Akwa Ibom",2 persons were killed while 13 vehicles were burnt during a pre-election crisis that erupted in a local government area. It was reported that the affected persons died in a gun duel between some hoodlums and security personnel on election duties.,2019-02-14T23:00:00.000Z,Obo-Akara,2,political issue,"Vanguard (2 ) , The Punch (2 ) , The Guardian (2 )",Obot Akara
"Bandits Kill 5, Niger","Armed bandits kill 5 persons during an attack on 17 communities. 35 people were declared missing and 3,500 others displaced by the incident.",2019-02-13T23:00:00.000Z,Shiroro and Rafi,5,crime,"The Nation (5 ) , Vanguard (5 )",Shiroro
"Banditry, Kaduna","130 persons were killed by unidentified bandits who raided 8 Fulani settlements. The victims included 22 children and 12 women. The attackers also destroyed the settlements. Some of the victims were listed as Maro, Unguwan Adamu, Unguwan Ayama, Unguwan Dorawa and Unguwan Na Kuntu.",2019-02-13T23:00:00.000Z,Settlements near Maro Gida,130,crime,"Daily Trust (131 ) , This Day (130 ) , The Guardian (130 )",Kajuru
"Herdmen Attack, Delta","2 farmers were killed by Fulani herdsmen who attacked a community. It was reported that the armed herdsmen ambushed members of the community, killed the farmers and injured many others.",2019-02-12T23:00:00.000Z,Ndemili,2,"cattle grazing, land issue",Vanguard (2 ),Ndokwa West
"Boko Haram, Borno","Several persons, including a soldier, an aide to the governor and a civilian, were killed by Boko Haram terrorists who attacked the convoy of the Borno State governor, Kashim Shettima.",2019-02-11T23:00:00.000Z,Gamboru-Ngala,23,"religious issue, political issue","The Guardian (3 ) , Other newpapers 1 (5 ) , Vanguard (42 ) , Nigerian Tribune (42 )",Ngala
"Troops vs Bandits, Zamfara",Soldiers killed 37 bandits during a simultaneous operation to decimate banditry in the state.,2019-02-10T23:00:00.000Z,Dumburu forest,37,crime,"Other newpapers 1 (37 ) , Nigerian Tribune (37 )",Maru
"Army vs Boko Haram, Adamawa",Soldiers repelled Boko Haram terrorists when during an attack on a community. The soldiers killed many of the insurgents while a soldier and a civilian were killed.,2019-02-10T23:00:00.000Z,Madagali,20,"political issue, religious issue","Daily Trust (10 ) , Other newpapers 1 (40 ) , Nigerian Tribune (11 )",Madgali
"Police vs IPOB, Imo",Extra Judicial Killing: 3 members of the Indegenous People of Biafra (IPOB) were shot dead during a clash with the police. It was reported that 4 policemen were hospitalised.,2019-02-10T23:00:00.000Z,Orji suburbs,3,political issue,"Other newpapers 1 (3 ) , Other newspaper 3 (3 )",Owerri North
"Banditry, Kaduna","11 people were killed when gunmen believed to be Fulani, attacked a community.",2019-02-09T23:00:00.000Z,Ungwan Barde,11,"land issue, cattle grazing",Vanguard (11 ),Kajuru
"NAF vs Boko Haram, Borno",The Nigeria Air Force killed scores of Boko Haram terrorists from the lslamic State West Africa Province (ISWAP). Their training camp and several equipments including vehicles were destroyed.,2019-02-09T23:00:00.000Z,Malkonory village,40,"religious issue, political issue","Daily Trust (40 ) , Other newpapers 1 (40 )",Abadam
"Bandits kill 9, Niger",9 people mostly women and girls were killed by armed men. Some of them were raped during the attack.,2019-02-09T23:00:00.000Z,"Badna, Malfa, Tunga and surrounding communities.",9,crime,"Nigerian Tribune (9 ) , Other newpapers 1 (9 )",Shiroro
"Boko Haram Attack, Borno",3 soldiers lost their lives when Boko Haram jihadists raided a military base. It was reported that the terrorists infiltrated the base in the evening and unleashed mayhem on the soldiers. They stole two army vehicles.,2019-02-07T23:00:00.000Z,Forward Operation Base in Ngwom village,3,"religious issue, political issue",This Day (3 ),Maiduguri
"NAF vs Bandits, Zamfara",The Nigeria Air Force(NAF) killed scores of bandits. NAF destroyed their hideouts and trucks by launching an attack on them based on credible human intelligence reports .,2019-02-06T23:00:00.000Z,Rugu forest,40,crime,The Nation (40 ),Zurmi
"Army vs IPOB, Abia",3 member of the Indigenous People of Biafra (IPOB) were shot dead by the army during a routine patrol. Another version of the story stated that the three members of the group were shot dead when the army were removing posters of Nnamdi Kanu in a market.,2019-02-05T23:00:00.000Z,Asa Nnentu Auto Spare Parts Market,3,crime,Other newpapers 1 (3 ),Ukwa West
"Banditry, Kaduna",An army officer and 21 villagers were massacred during a 2-day siege by some bandits. The incident led to relocation of more than 200 villagers.,2019-02-07T23:00:00.000Z,Birnin Gwari,22,crime,"Other newpapers 1 (22 ) , The Punch (21 )",Birnin-Gwari
"Boko Haram Attack, Adamawa","3 persons lost their lives and many others were injured when Boko Haram terrorists attacked a community.It was reported that the insurgents were repelled by the operatives of the military, police and vigilance group.",2019-02-03T23:00:00.000Z,Kirchinga,3,"religious issue, political issue","Vanguard (3 ) , The Punch (3 )",Madgali
"Bandits vs Villagers, Zamfara",11 persons were killed by gunmen who attacked a village. It was reported that the gunmen also set some houses ablaze.,2019-02-03T23:00:00.000Z,Gwashi,11,crime,"Daily Triumph (11 ) , The Guardian (11 )",Bukkuyum
"Fulani Herdsmen Attack, Benue",3 persons lost their lives when some Fulani herdsmen attacked some communities. It was also reported that the attackers burnt down three houses while many persons were injured.,2019-02-03T23:00:00.000Z,Tomatar village and environs,3,"land issue, cattle grazing","Other newpapers 1 (3 ) , Other newspaper 3 (3 )",Guma
"Cultists vs Student, Kogi","Abdullahi Muhammed, a final year student of Kogi State University, was murdered by unknown gunmen. Another version of the story stated that the student popularly called Comrade Lincoln was shot by cultists. Due to the nature of the story, it is backdated by 2 days.",2019-02-02T23:00:00.000Z,Anyigba,1,crime,The Nation (1 ),Dekina
"Boko Haram Attack, Adamawa","Scores of people, assuming at least 2 scores (40) were killed when Boko Haram raided a community. Several houses were also burnt. The attackers were later repelled by soldiers. Also, see event in IBD015752.",2019-02-02T23:00:00.000Z,Shuwa,40,"political issue, religious issue",Independent (40 ),Michika
"Fulani Herdsmen Attack, Delta","An Assistant Superintendent of Police, ASP, was shot dead by herdsmen when he led a team of police officers in search of the herdsmen who had been involved in kidnap activities.",2019-01-30T23:00:00.000Z,Umuachi-Afor,1,"cattle grazing, crime",Vanguard (1 ),Ndokwa East
"Soldiers vs Boko Haram, Borno",4 Boko Haram insurgents were killed by soldiers while trying to infiltrate a community.,2019-01-29T23:00:00.000Z,Gwoza-Yamteke road,5,"political issue, religious issue","Daily Trust (4 ) , The Nation (5 )",Gwoza
"Boko Haram Attack, Borno","Many civilians were killed when Boko Haram terrorists attacked a village. It was reported that several persons were also missing after the attack. Due to the nature of the story, it is assumed that 20 persons were killed.",2019-01-28T23:00:00.000Z,Ran,20,"religious issue, political issue",Daily Trust (20 ),Kala/Balge
"Boko Haram Attack, Borno",60 persons were killed by Boko Haram insurgents when they attacked a community. The terrorists burnt houses and destroyed several properties. So many persons were displaced.,2019-01-27T23:00:00.000Z,Rann,60,"religious issue, political issue","The Punch (60 ) , The Nation (60 )",Kala/Balge
"Army vs Boko Haram, Borno",12 soldiers were killed during a Boko Haram attack on a community. It was reported that 12 soldiers were killed as the terrorists raided the community,2019-01-26T23:00:00.000Z,Alajiri,12,"political issue, religious issue",Daily Trust (12 ),Mafa
"Army vs Boko Haram, Borno",5 soldiers were killed when some Boko Haram terrorists attacked a military base in a village.,2019-01-27T23:00:00.000Z,Lomani near Gamboru Ngala,5,"political issue, religious issue",Daily Trust (5 ),Ngala
"Cult Clash, Edo","Sergeant Monday Ehijie, an orderly to Ipoba-Okha LGA chairman, was killed alongside 2 of his cult members during a fight with their rivals.",2019-01-25T23:00:00.000Z,"Namayo junction, Upper Sakpoba Namoyo junction, Upper Sakponba",3,crime,"Daily Trust (3 ) , The Nation (3 )",Ikpoba-Okha
"Fulani Herdsmen Attack, Adamawa","A gang of Fulani herdsmen attacked a community, gunning down some members of the community. It was reported that the attackers also set some houses ablaze. It is assumed that 10 persons were killed.",2019-01-25T23:00:00.000Z,Dasso,10,"land issue, cattle grazing",Other newpapers 1 (10 ),Numan
"Vigilante vs Fulani Herdsmen, Kaduna","A Fulani man and his brother were killed by members of a vigilance group who mistook them for cattle rustlers. The killers carted away the victims' cattle, sheep and goats. Due to the nature of the story, it is backdated by 1 week.",2019-01-24T23:00:00.000Z,Kidandan,2,crime,Nigerian Tribune (2 ),Giwa
"Soldiers vs Boko Haram, Borno",4 Boko Haram terrorists were killed by soldiers during a clearance operation on their hideouts. Weapons were recovered from the terror group.,2019-01-24T23:00:00.000Z,Makinta Meleri,4,"political issue, religious issue","The Nation (4 ) , This Day (4 )",Konduga
